date,lat,lon,ice_concentration,ice_thickness,wind_speed,temperature,visibility
2026-01-01,65,-60,79.93428306022466,1.4032149891801708,25.18150830480554,-7.384850717959873,5.531693250553328
2026-01-01,65,-58,65.3172608610164,2.605448970855174,26.13947783322327,-17.34737192967476,7.085120087171929
2026-01-01,65,-56,60.73164614375075,1.1739891725008202,21.935698172528273,-24.56640122328899,2.5501643349739345
2026-01-01,65,-54,58.754249415180546,0.7910182157659034,22.51397866076219,-19.540120377606055,3.175392597329417
2026-01-01,65,-52,99.31297537843108,1.341956589659425,20.54022563750339,-22.12374093106728,4.911234550949635
2026-01-01,65,-50,72.21845179419732,0.6943044958043881,23.005584146765376,-18.003193449594026,5.416612500413446
2026-01-01,65,-48,57.96586775541206,2.796594729156256,19.892022202096527,-20.288554644779502,7.645089824206378
2026-01-01,65,-46,45.58312700057955,1.6462045165033288,4.322639008961795,-21.640930244492154,6.393722471738247
2026-01-01,65,-44,84.76933159990821,1.6199577968329792,19.074813740894076,-16.505518477946445,3.0429560192651453
2026-01-01,65,-42,55.60311583210583,1.1775528603281487,28.456977809751326,-13.281908552157693,2.473919689274532
2026-01-01,65,-40,76.4816793878959,1.2304424037085784,14.584623997552331,-11.94161855579566,8.061999044991902
2026-01-01,65,-38,88.62560238232398,0.9125477337441531,17.526300993190283,-13.34368284298218,7.951090254244718
2026-01-01,65,-36,60.4165152430942,1.370038716335328,11.149320207951774,-20.981033120403353,7.625051644788396
2026-01-01,65,-34,97.12480057141646,1.4495929148937663,28.028263183136193,-13.19181987476183,4.709760490789751
2026-01-01,65,-32,77.22791211016828,2.5766255965261786,19.71339168712039,-7.176781720929969,1.0
2026-01-01,65,-30,86.43805008750448,1.5609329477667198,17.60794119627306,-14.541196117322489,2.0248621707982144
2026-01-01,65,-28,65.60656224324975,1.7499788000582224,31.82315235793213,-17.59135109136824,4.3830127942136246
2026-01-01,65,-26,59.96485912830927,2.1407814823914517,22.630008877277476,-17.648801018835194,7.026534866226712
2026-01-01,65,-24,71.9415509869608,2.1780514933730224,14.383575248981181,-16.638310732988842,5.215783693735685
2026-01-01,65,-22,40.72970103735763,1.7072841939452033,22.088442177439113,-14.974432716787696,5.530825733249706
2026-01-01,66,-60,41.69258515899172,1.2055482740642487,17.258283867785845,-19.011386346108097,5.677428576667982
2026-01-01,66,-58,78.08101713629077,2.8203301308473714,21.39662250265471,-13.71224804638618,5.851108168467666
2026-01-01,66,-56,31.62457569401917,1.481440287185548,20.481841679528213,-2.6837894375735694,5.615278070437755
2026-01-01,66,-54,76.03094684667225,1.4757017612063297,10.650575699043744,-9.285885927424896,7.503866065373549
2026-01-01,66,-52,85.82063894086093,0.8634287816436828,31.222354487488793,-22.009255313961404,7.173714187600541
2026-01-01,66,-50,100.0,0.8066245724085181,15.469618163177824,-14.501743174561794,4.993048691767601
2026-01-01,66,-48,38.98673137867735,1.547994082364219,11.501570290191161,-12.632037846824092,4.1611515315323935
2026-01-01,66,-46,100.0,0.951722695364634,17.423507870354594,-10.932413913151652,3.5382713671320896
2026-01-01,66,-44,74.54919869208258,2.4149999279976995,7.14013412351018,-14.076830707338479,6.519765588496847
2026-01-01,66,-42,85.6364574355462,0.6341345023853426,9.43634709532579,-12.390292171915512,6.5939693464663724
2026-01-01,66,-40,75.00985700691753,1.742513746647883,14.559802227372074,-13.838731514194983,6.586144946597362
2026-01-01,66,-38,55.71297163947264,2.8060421578013295,23.7906633672943,-20.956517486013244,7.313107217267659
2026-01-01,66,-36,50.50636659545357,2.050959222619716,29.26876463205923,-19.10341159175855,7.926752258488643
2026-01-01,66,-34,78.25561853872996,2.075442111996143,35.17434386123158,-16.226940580014354,4.492527671285021
2026-01-01,66,-32,52.209711407489536,0.9289328005241932,19.383186324687166,-13.294240125916781,6.553381598660038
2026-01-01,66,-30,86.54366498072048,1.5091013243145348,31.628272617258535,-16.32328416618978,10.0
2026-01-01,66,-28,82.51334695530012,0.8999897105086022,11.432860015511102,-12.587637923784074,5.553074429348298
2026-01-01,66,-26,84.28000988184183,1.8312663372014812,19.41736869874502,-19.233968590342023,2.9703055506282707
2026-01-01,66,-24,61.06970095865958,2.0994791560264305,21.71274995304163,-21.228693893559942,6.346361851702364
2026-01-01,66,-22,77.70634759457674,0.8812997946592069,21.229800847564224,-14.70895640777,3.714059404338754
2026-01-01,67,-60,77.15574720696567,1.892549168457764,28.664409945402216,-9.730989739825485,3.244661264085818
2026-01-01,67,-58,51.243499201697546,1.8605246870460619,24.11028760729767,-12.42476156846976,10.0
2026-01-01,67,-56,81.41781021386333,2.294895948126419,27.63201410794562,-11.74304374347101,5.369461510719309
2026-01-01,67,-54,85.17938440986535,0.9590223498236998,18.10545114607993,-17.426817739145516,6.163748278772645
2026-01-01,67,-52,100.0,0.19291436518577654,25.490081522996107,-23.063579355948256,5.056136268421133
2026-01-01,67,-50,91.77901193934733,1.544996013366824,11.378041776565551,-18.57651854629984,7.359195497869352
2026-01-01,67,-48,55.39266736565727,1.6515210127073825,20.36457471923051,-18.258001738029087,10.0
2026-01-01,67,-46,82.67838044636022,0.1,21.491634518155422,-18.30893232384194,7.704866669592448
2026-01-01,67,-44,54.14958523134599,1.4196844909731707,24.039898231843658,-10.671224029149393,3.5994071858884475
2026-01-01,67,-42,63.30997528318103,1.1675382821873308,14.773366139410305,-6.172728798594516,6.809963421921911
2026-01-01,67,-40,44.782320913299095,2.142503362938343,36.977249576101066,-9.837673697244266,2.961260068091973
2026-01-01,67,-38,60.31531854267497,2.3868378044306358,14.338644275049754,-12.780902859268858,7.5492681068586736
2026-01-01,67,-36,51.46139056843834,1.45833225075674,0.0,-20.121938206671448,5.494863697213679
2026-01-01,67,-34,45.044336360703014,2.6426879127521445,8.558868976314939,-17.200222433484917,6.2614811545721825
2026-01-01,67,-32,98.82546578132231,0.4948964941743925,29.305310017239677,-14.948834694902065,4.036982697904098
2026-01-01,67,-30,79.24206948526542,1.639341786901429,15.198264982729643,-14.650989575049906,5.22937280627648
2026-01-01,67,-28,72.27034690502497,1.9634914721647325,32.68813452916282,-21.189077494134246,10.0
