date,lat,lon,ice_concentration,ice_thickness,wind_speed,temperature,visibility,ice_drift_speed,ice_drift_direction,wave_height,current_speed,current_direction,ice_type,melting_rate,accident_history_score,ship_density,risk_score,risk_class
2026-01-01,66,-70,73.97371322408986,0.45160749459008537,22.597443488493397,-17.430910430775924,7.81511821079226,0.19383450486639317,20.910100380551807,0.8719257339054433,0.3505257642403264,254.90612800657638,young_ice,0.03528951414325128,22.21949384312523,0.5313840065378947,100.0,yuksek
2026-01-01,66,-68,64.87416197143794,0.5646867950481119,12.88711863680248,-26.774753497539102,7.721770219438735,0.11495354752107037,105.17207347267853,0.7769422472999847,0.28483280991462967,282.6633461014849,young_ice,0.00510569015885641,17.45151088271926,0.5321292307031886,86.1109388641984,yuksek
2026-01-01,66,-66,62.84493820379854,0.49882290639845317,16.50413821288204,-20.072905944962983,7.4430680435821515,0.1851049692485697,246.32388954437647,0.6353705782840346,0.331912230680124,178.26368764005727,young_ice,0.05673817368154783,28.25318157002853,0.41087345250434676,100.0,yuksek
2026-01-01,66,-64,50.12263900896179,0.15,22.46947812901627,-18.58460026001377,8.042862812267314,0.24104801993067837,139.92382428821352,1.0600458123030392,0.3986850208416841,128.43119760969213,young_ice,0.05032179382698951,17.421759067823597,0.7175427434352692,100.0,yuksek
2026-01-01,66,-62,66.99267175515837,0.28522120185428923,19.525320739087576,-18.564971133477396,9.104186597431639,0.29103801006185204,277.6573248069405,1.1301045438980248,0.348826130250752,41.7128614290467,young_ice,0.07065709003036195,26.12495457292826,0.8843317690683539,100.0,yuksek
2026-01-01,66,-60,61.51472818668946,0.15,18.002819065283557,-17.562422532817408,9.467375271673646,0.24641515539478082,43.053928537788615,1.5109458703681962,0.4486481766877894,202.05979112501865,young_ice,0.08963430380091557,39.387861934884036,0.8046260941335073,100.0,yuksek
2026-01-01,66,-58,40.642039167282036,0.6676658765313284,23.709087296265427,-20.497022051397604,7.633749439991985,0.1963387059158744,326.72393061339346,1.3652644931652997,0.34524730645928325,271.99840987549754,young_ice,0.06107259595660217,36.49241270621245,0.8067364434623195,100.0,yuksek
2026-01-01,66,-56,62.83000887727748,0.1745839286815364,25.97837076553105,-18.908767351955877,8.507239158018226,0.2872216273368604,82.056658515099,1.5793815914734703,0.5036866810069779,309.86300997228363,young_ice,0.08125862664822749,30.59247719974912,0.9547670184963694,100.0,yuksek
2026-01-01,66,-54,47.47703406359668,0.19277413703212432,23.10560237367327,-21.20683180766486,7.178233051053858,0.34056700047224514,186.76462382761179,1.4736936284092572,0.5301979369329647,349.84154977954586,young_ice,0.05881843177051438,33.36138125964616,1.0220229186826177,100.0,yuksek
2026-01-01,66,-52,77.1059368998823,0.25267366232660715,26.24930375441531,-18.50413530911573,5.755614204679949,0.40897060602805835,85.54951583726388,2.0793011193809225,0.43990860783251534,227.6300990136886,young_ice,0.12274038630023468,47.142733754859876,1.1860285640700405,100.0,yuksek
2026-01-01,66,-50,48.075709398954494,0.15,25.99963466101377,-19.510426962348596,5.21921849628009,0.3678705635237111,232.26220454740195,2.1318536672291555,0.45426545343693614,139.22472466819346,young_ice,0.09260115119568317,39.881103304218016,1.1216907725691487,100.0,yuksek
2026-01-01,66,-48,44.753085468528354,0.3596109771114453,31.402071205395302,-22.422449703683682,6.997477782022954,0.4214500908535062,122.05072477753224,2.4252795225086676,0.5849698407132244,322.95969358292774,young_ice,0.0961928076592567,38.07868925698185,1.2795739275518814,100.0,yuksek
2026-01-01,66,-46,47.75980222737208,0.34128879400635126,27.89531674971214,-19.343054254079103,9.067116743385222,0.4266656279884346,234.7060534209362,2.4475211939913923,0.49227513690192903,85.40967149884803,young_ice,0.13693227326553134,42.78025677546593,1.1908976522472434,100.0,yuksek
2026-01-01,66,-44,55.10224741549198,0.5277210559980714,34.886762034514376,-17.53616434800861,5.5560461213904375,0.41133962315491485,350.28379971088043,2.3273088073034045,0.6039336774095448,227.20990535901464,young_ice,0.13183249350665152,46.7212044629439,1.3879502837816862,100.0,yuksek
2026-01-01,66,-42,48.282745334096354,1.1720592083063663,30.349131291995317,-18.971472669248847,5.2689637506468525,0.4687299057176888,338.56509036704915,2.5113920426017033,0.617017040897387,347.995734855721,young_ice,0.12303502541657947,36.320910287597876,1.2307729162971204,100.0,yuksek
2026-01-01,66,-40,55.85119035458778,0.2749328104455714,23.404178877986986,-15.480457222446454,7.206213700555125,0.3758303441787599,221.4026016117011,2.5385241404416483,0.6528711754431189,266.6767023915136,young_ice,0.16046421822445156,46.32281231220942,1.692457686476292,100.0,yuksek
2026-01-01,66,-38,36.57864505634326,0.15,31.025460360127006,-14.058642147263376,6.969038809162177,0.6690002432001083,287.38626442803906,3.11417500666251,0.6694101305252057,286.4853609969964,young_ice,0.1689894790235306,36.36304871277457,1.7158453830739904,100.0,yuksek
2026-01-01,66,-36,44.30545114607993,0.15,29.84834215477802,-8.256024299979472,4.069348082698781,0.5181371326008257,10.980089978057794,2.4641175245309874,0.595343986318539,188.00757361972958,young_ice,0.2037488246491775,46.07758649360805,1.5667044436110051,100.0,yuksek
2026-01-01,66,-34,38.957066946262906,0.2157605063536912,30.26275802620182,-16.75480104281745,8.778222586142318,0.5318223845947996,261.3928801401582,2.992291553480562,0.6821037008433365,116.26433025884855,young_ice,0.1652501580229504,38.244875569403796,1.8738650002194337,100.0,yuksek
2026-01-01,66,-32,42.482108468264805,0.29674554764315997,34.11196230818109,-18.000889221167327,5.562120024663617,0.5117636361540693,197.72159929420337,3.02271129870504,0.7272690845043783,100.77620290053942,young_ice,0.19539183456898995,50.19479156330688,2.136323429551895,100.0,yuksek
2026-01-01,66,-30,29.845040272367893,0.15,36.28072927244374,-16.123008396856342,6.321354142877724,0.6002913097405987,170.70257847143708,3.3413778930516402,0.6533704171719459,170.44983748100364,young_ice,0.18882103742419215,54.79446782358981,1.7028325227052727,100.0,yuksek
2026-01-01,66,-28,29.158868976314942,0.15,32.28431259961687,-9.276180132801656,4.137592914599999,0.6115154798278417,237.12970738282021,3.3719874341352716,0.7098771237084224,210.8792092584468,young_ice,0.23358778446930947,49.97278404712628,1.9790276017876873,100.0,yuksek
2026-01-01,66,-26,51.88813452916282,0.15,40.87416349652721,-19.056263398567506,5.246891346096211,0.6444945464160466,346.02860297660914,3.550706552854181,0.750379913064286,114.83122690575406,young_ice,0.1840894643327128,49.142092915790286,2.161440314553154,100.0,yuksek
2026-01-01,66,-24,32.25672323791476,0.3548599564016377,34.11237187716606,-10.361413643483116,6.367059735221691,0.5500634265492634,270.221310590709,3.4940074483322254,0.6706164194034109,279.50866586711885,young_ice,0.22355666294705323,46.78684408539664,2.188064607175506,100.0,yuksek
2026-01-01,66,-22,34.658550374182234,0.40457189819551653,36.75019030730731,-9.959471091998083,6.984566956292903,0.621217916011123,115.21785637102023,3.744864696250501,0.8226987355533928,3.9015545329074097,young_ice,0.2558570340457358,49.58197578995631,2.1584785418448473,100.0,yuksek
2026-01-01,66,-20,39.76125620349531,0.15,42.391159307177226,-15.018052144499105,3.647327292367632,0.7234119842704323,284.9684557413055,4.23994143587245,0.7650426710954041,197.8303976365448,young_ice,0.23378109401271718,49.117655710987165,2.3962679600126626,100.0,yuksek
2026-01-01,67,-70,64.46745099708848,0.5875149554214523,21.084562007388165,-24.119745086983354,7.169953045024756,0.20932081617119655,30.278450201399075,0.6602199706607637,0.29590542209065906,295.86962134452824,young_ice,0.022934425415725157,14.882922522444629,0.4562360620322169,96.96070576728646,yuksek
2026-01-01,67,-68,58.41171837641612,0.4285445225616473,19.132578336618323,-21.09584873177742,9.91712432687473,0.24317508303020277,40.031093630214485,0.7971837749895503,0.2905980736104703,168.71783111788545,young_ice,0.03713155756514555,19.608042910114634,0.5418363554792849,98.38931692697126,yuksek
